Id,Birth date,Confession,Health status,Martial status,Child age,Child gender,Invalid child,Reports,Photo rights,Статус,Created at,Russian citizenship,Education
1184,11 января 1999,Православие,отлично,Не женат (не замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 11, 2019 17:26",TRUE,"Университет, Институт, техникум"
1185,7 февраля 1988,нет,средне,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 12, 2019 12:42",TRUE,"Университет, Институт, техникум"
1186,13 августа 2000,Эзотерик,отлично,Не женат (не замужем),16,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 12, 2019 14:19",TRUE,"Дополнительные курсы, тренинги, семинары"
1187,8 августа 1989,Православие,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"июля 12, 2019 17:46",TRUE,"Университет, Институт, техникум"
1188,26 августа 1988,Православие,отлично,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 13, 2019 03:56",TRUE,"Университет, Институт, техникум"
1189,22 декабря 1986,Православие,хорошо,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"июля 13, 2019 04:24",TRUE,"Университет, Институт, техникум"
1190,25 апреля 1980,Православие,отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 13, 2019 06:15",TRUE,"Университет, Институт, техникум"
1191,12 октября 1994,Христианство,хорошо,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"июля 13, 2019 08:03",TRUE,"Университет, Институт, техникум"
1192,14 июля 2019,Православие,хорошо,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 14, 2019 10:39",TRUE,"Университет, Институт, техникум"
1193,17 января 1984,Православие,хорошо,Гражданский брак,14,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 15, 2019 15:44",TRUE,"Университет, Институт, техникум"
1194,20 марта 1996,Православие,хорошо,Не женат (не замужем),17,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 15, 2019 17:09",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1195,4 октября 2000,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 15, 2019 17:30",TRUE,Общеобразовательная школа
1196,27 февраля 1995,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 15, 2019 17:34",TRUE,Общеобразовательная школа
1197,16 января 1987,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 15, 2019 18:45",TRUE,"Университет, Институт, техникум"
1198,30 ноября 2019,Христианство,отлично,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"июля 15, 2019 21:23",TRUE,"Университет, Институт, техникум"
1199,2 апреля 1988,Буддизм,отлично,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 16, 2019 02:21",TRUE,"Университет, Институт, техникум"
1200,24 января 1993,Православие,отлично,Женат (замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 16, 2019 04:54",TRUE,"Университет, Институт, техникум"
1201,31 мая 1987,Атеизм,отлично,Не женат (не замужем),18,Женский,FALSE,TRUE,TRUE,new,"июля 16, 2019 12:41",TRUE,"Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум,Университет, Институт, техникум"
1202,22 августа 1987,Православие,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 16, 2019 14:25",TRUE,"Университет, Институт, техникум"
1203,1 мая 1995,Атеизм,отлично,Не женат (не замужем),16,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 16, 2019 14:33",TRUE,"Университет, Институт, техникум"
1204,18 июля 2019,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 16, 2019 16:04",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1205,17 февраля 1985,Католичка,отлично,Разведён (разведена),12,Женский,FALSE,TRUE,TRUE,new,"июля 16, 2019 17:26",TRUE,"Университет, Институт, техникум"
1206,6 июня 1997,Не принадлежу конфессиям ,отлично,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 17, 2019 00:45",TRUE,Общеобразовательная школа
1207,9 августа 1963,Православие,отлично,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 17, 2019 02:51",TRUE,"Университет, Институт, техникум"
1208,31 марта 1987,Бог един,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 17, 2019 13:43",TRUE,"Университет, Институт, техникум"
