Id,Birth date,Confession,Health status,Martial status,Child age,Child gender,Invalid child,Reports,Photo rights,Статус,Created at,Russian citizenship,Education
1034,12 ноября 1986,Православие,отлично,Разведён (разведена),14,Женский,FALSE,TRUE,TRUE,new,"ноября 21, 2018 09:41",TRUE,"Университет, Институт, техникум"
1035,18 декабря 1992,Буддизм,отлично,Не женат (не замужем),15-Dec,Женский,FALSE,TRUE,TRUE,new,"ноября 21, 2018 17:03",TRUE,"Университет, Институт, техникум"
1036,26 мая 1977,Православие,отлично,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,approved,"ноября 23, 2018 16:52",TRUE,"Университет, Институт, техникум"
1037,26 мая 1977,Православие,отлично,Разведён (разведена),14,Не имеет значения,FALSE,TRUE,TRUE,new,"ноября 23, 2018 16:59",TRUE,"Университет, Институт, техникум"
1038,3 июня 1993,Православие,отлично,Не женат (не замужем),15,Не имеет значения,TRUE,TRUE,FALSE,new,"ноября 27, 2018 06:06",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1039,4 декабря 1994,Православие ,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 28, 2018 10:58",TRUE,"Университет, Институт, техникум"
1040,1 июня 1988,Христианство ,хорошо,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 29, 2018 08:52",TRUE,"Университет, Институт, техникум"
1041,24 октября 1991,Православие,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 03, 2018 11:00",TRUE,"Университет, Институт, техникум"
1042,18 сентября 1994,Православие,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"декабря 04, 2018 09:42",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум,Университет, Институт, техникум,Университет, Институт, техникум"
1043,19 апреля 1983,Православие,хорошо,Женат (замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 05, 2018 03:56",TRUE,"Университет, Институт, техникум"
1044,24 января 1986,Православие,отлично,Женат (замужем),15,Не имеет значения,FALSE,TRUE,FALSE,new,"декабря 05, 2018 18:25",TRUE,"Университет, Институт, техникум"
1045,25 марта 1988,Православие,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 07, 2018 03:32",TRUE,"Университет, Институт, техникум"
1046,15 июня 1989,Атеизм,хорошо,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"декабря 07, 2018 06:12",TRUE,"Университет, Институт, техникум"
1047,27 августа 1977,Атеизм,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 07, 2018 09:05",TRUE,"Университет, Институт, техникум"
1048,1 декабря 1984,Православие,отлично,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 10, 2018 18:35",FALSE,"Университет, Институт, техникум"
1049,2 августа 1997,Агностик,отлично,Гражданский брак,15,Не имеет значения,FALSE,TRUE,TRUE,new,"декабря 11, 2018 17:49",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1050,20 августа 1988,Буддизм,отлично,Не женат (не замужем),18,Женский,TRUE,TRUE,TRUE,new,"декабря 12, 2018 10:32",TRUE,"Университет, Институт, техникум"
1051,20 июля 1989,Православное христианство ,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 13, 2018 11:46",TRUE,"Университет, Институт, техникум"
1052,20 октября 1990,Христианство,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 13, 2018 12:58",TRUE,"Университет, Институт, техникум"
1053,29 апреля 1992,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 13, 2018 14:50",TRUE,"Университет, Институт, техникум"
1054,16 июня 1994,Православие,отлично,Гражданский брак,13,Не имеет значения,FALSE,TRUE,TRUE,new,"декабря 14, 2018 06:35",TRUE,"Университет, Институт, техникум"
1055,3 мая 1982,Православие,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 17, 2018 09:18",TRUE,Общеобразовательная школа
1056,2 мая 1985,Православие ,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 23, 2018 16:39",TRUE,"Общеобразовательная школа,Университет, Институт, техникум"
1057,31 марта 1980,Христианка ,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,FALSE,new,"декабря 25, 2018 09:58",TRUE,"Университет, Институт, техникум"
1058,21 ноября 1989,Православие,отлично,Не женат (не замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"декабря 30, 2018 11:28",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1059,5 июля 1987,Православие,хорошо,Женат (замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"января 01, 2019 13:28",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1060,26 января 1997,Не придерживаюсь никакого ,хорошо,Не женат (не замужем),15,Не имеет значения,FALSE,TRUE,TRUE,new,"января 10, 2019 07:45",TRUE,"Университет, Институт, техникум"
1061,11 декабря 1980,Православие,хорошо,Женат (замужем),14,Мужской,FALSE,TRUE,TRUE,new,"января 10, 2019 09:57",TRUE,"Университет, Институт, техникум"
1062,8 июня 1981,Верю в Светлые силы!!! Верю в Бога!!! Люблю жизнь!!!,хорошо,Гражданский брак,13,Мужской,TRUE,TRUE,TRUE,new,"января 11, 2019 03:49",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1063,1 апреля 1997,Православие,хорошо,Гражданский брак,14,Не имеет значения,TRUE,TRUE,TRUE,new,"января 12, 2019 06:47",TRUE,"Университет, Институт, техникум"
1064,12 августа 1974,Православие,отлично,Разведён (разведена),15-Dec,Не имеет значения,FALSE,TRUE,FALSE,new,"января 14, 2019 07:00",TRUE,"Университет, Институт, техникум"
1065,27 июля 1992,Православие,отлично,Гражданский брак,14,Не имеет значения,FALSE,TRUE,TRUE,new,"января 17, 2019 04:45",TRUE,"Университет, Институт, техникум"
1066,26 мая 1987,Православие,отлично,Не женат (не замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"января 19, 2019 10:29",TRUE,Общеобразовательная школа
1067,21 сентября 1984,Православие,хорошо,Не женат (не замужем),13,Не имеет значения,FALSE,TRUE,TRUE,new,"января 19, 2019 15:38",TRUE,"Университет, Институт, техникум"
1068,25 июля 2019,Проврславная Христианка ,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"января 19, 2019 16:41",TRUE,Общеобразовательная школа
1069,12 ноября 1999,Православие ,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 19, 2019 19:00",TRUE,"Университет, Институт, техникум"
1070,14 апреля 1993,Христианин ,хорошо,Гражданский брак,13,Не имеет значения,TRUE,TRUE,TRUE,new,"января 20, 2019 11:28",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1071,13 июля 1982,Православие,хорошо,Женат (замужем),13,Не имеет значения,FALSE,TRUE,TRUE,new,"января 21, 2019 16:33",TRUE,"Университет, Институт, техникум"
1072,16 января 1983,Вне религии,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 23, 2019 07:01",TRUE,"Университет, Институт, техникум"
1073,19 сентября 1988,Атеизм,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 24, 2019 17:02",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1074,4 февраля 1988,Православие,отлично,Женат (замужем),14,Мужской,FALSE,TRUE,TRUE,new,"января 28, 2019 10:44",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1075,16 августа 1990,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 28, 2019 19:43",TRUE,"Университет, Институт, техникум"
1076,18 ноября 1975,Христианство,хорошо,Разведён (разведена),15,Женский,FALSE,TRUE,TRUE,new,"января 29, 2019 16:07",TRUE,"Университет, Институт, техникум"
1077,3 июня 1974,Православие,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,FALSE,new,"января 30, 2019 08:51",TRUE,"Университет, Институт, техникум"
1078,18 апреля 2018,Православие,отлично,Не женат (не замужем),14,Женский,FALSE,TRUE,TRUE,new,"февраля 02, 2019 14:53",TRUE,"Университет, Институт, техникум"
1079,23 марта 1990,Православие,отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"февраля 05, 2019 18:43",TRUE,"Университет, Институт, техникум"
1080,9 июля 1992,нет,хорошо,Не женат (не замужем),15,Мужской,FALSE,FALSE,TRUE,new,"февраля 06, 2019 05:41",TRUE,"Университет, Институт, техникум"
1081,26 мая 1988,Лучшее от всего. Православие и Буддизм как основа,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"февраля 07, 2019 15:40",TRUE,"Университет, Институт, техникум"
1082,28 сентября 1990,Православие,хорошо,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"февраля 14, 2019 07:04",TRUE,"Университет, Институт, техникум"
1083,4 сентября 1993,Православная,отлично,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"февраля 14, 2019 09:15",TRUE,"Университет, Институт, техникум"
1084,24 июня 1997,Католицизм,хорошо,Не женат (не замужем),16,Не имеет значения,FALSE,TRUE,TRUE,new,"февраля 14, 2019 14:50",TRUE,"Университет, Институт, техникум"
1085,15 июня 1998,Православие,отлично,Женат (замужем),16,Женский,FALSE,TRUE,TRUE,new,"февраля 18, 2019 16:24",TRUE,"Университет, Институт, техникум"
1086,4 февраля 1991,Православие,хорошо,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"февраля 19, 2019 15:10",TRUE,"Университет, Институт, техникум"
1087,11 апреля 1993,Атеизм,хорошо,Женат (замужем),16,Женский,FALSE,TRUE,TRUE,approved,"февраля 21, 2019 15:13",TRUE,"Университет, Институт, техникум"
1088,12 марта 2003,Православие,хорошо,Не женат (не замужем),15,Не имеет значения,FALSE,TRUE,TRUE,new,"февраля 22, 2019 14:10",TRUE,Общеобразовательная школа
1089,10 октября 1983,Православие,хорошо,Разведён (разведена),15,Не имеет значения,FALSE,TRUE,TRUE,new,"февраля 26, 2019 09:36",TRUE,"Университет, Институт, техникум"
1090,26 октября 1979,Православие,отлично,Гражданский брак,13-16,Не имеет значения,FALSE,TRUE,FALSE,new,"марта 01, 2019 05:20",TRUE,"Университет, Институт, техникум"
1091,14 февраля 1971,Буддизм,отлично,Женат (замужем),15,Мужской,FALSE,TRUE,TRUE,approved,"марта 06, 2019 07:34",TRUE,"Дополнительные курсы, тренинги, семинары, - ,Университет, Институт, техникум"
1092,2 сентября 1999,Атеизм,хорошо,Не женат (не замужем),15,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 14, 2019 23:59",TRUE,"Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Общеобразовательная школа,Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум,Университет, Институт, техникум,Общеобразовательная школа"
1093,14 декабря 1986,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 16, 2019 07:11",TRUE,"Университет, Институт, техникум"
1094,9 декабря 1993,Православие,отлично,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 17, 2019 08:23",TRUE,Общеобразовательная школа
1095,6 мая 1980,Православие,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"марта 21, 2019 01:45",TRUE,"Университет, Институт, техникум"
1096,21 апреля 1998,Православие ,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 25, 2019 09:22",TRUE,"Университет, Институт, техникум"
1097,30 декабря 1991,Не придерживаюсь не какого вероисповедованию ,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,FALSE,new,"марта 26, 2019 06:22",TRUE,Общеобразовательная школа
1098,22 апреля 1981,Христианство ,отлично,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 27, 2019 09:07",TRUE,"Университет, Институт, техникум"
1099,18 января 1967,Христианин ,хорошо,Женат (замужем),12,Мужской,FALSE,TRUE,TRUE,new,"марта 27, 2019 09:27",TRUE,"Университет, Институт, техникум"
1100,11 июня 1971,Православие,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 27, 2019 09:35",TRUE,"Университет, Институт, техникум"
1101,28 марта 2019,Православие,отлично,Женат (замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"марта 27, 2019 10:58",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1102,20 декабря 1990,Православие,отлично,Гражданский брак,14,Мужской,FALSE,TRUE,TRUE,approved,"марта 27, 2019 16:33",TRUE,"Университет, Институт, техникум"
1103,5 июня 1990,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 28, 2019 10:58",TRUE,"Университет, Институт, техникум"
1104,28 ноября 1979,Православие,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,FALSE,TRUE,new,"марта 28, 2019 12:46",TRUE,"Университет, Институт, техникум"
1105,11 мая 1984,Православие,хорошо,Не женат (не замужем),15,Женский,TRUE,TRUE,TRUE,approved,"марта 28, 2019 16:44",TRUE,"Университет, Институт, техникум"
1106,24 мая 1997,Православие,отлично,Гражданский брак,13,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 28, 2019 17:16",TRUE,"Университет, Институт, техникум"
1107,19 апреля 1974,Православие,хорошо,Разведён (разведена),13,Женский,FALSE,TRUE,TRUE,new,"марта 29, 2019 00:08",TRUE,"Университет, Институт, техникум"
1108,25 января 1987,Православие,отлично,Гражданский брак,15,Мужской,FALSE,TRUE,TRUE,approved,"марта 29, 2019 12:27",TRUE,"Университет, Институт, техникум"
1109,13 августа 1997,Атеизм,средне,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 29, 2019 12:29",TRUE,Общеобразовательная школа
1110,9 апреля 1989,Православие,отлично,Женат (замужем),15,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 29, 2019 16:01",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1111,29 марта 2019,Православие ,отлично,Гражданский брак,4,Женский,TRUE,TRUE,TRUE,new,"марта 29, 2019 18:13",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1112,17 февраля 1984,Православие,отлично,Разведён (разведена),12,Женский,TRUE,TRUE,TRUE,new,"марта 30, 2019 11:52",TRUE," - ,Общеобразовательная школа"
1113,25 июля 1989,"крещеная, но верю в себя",хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 31, 2019 15:13",TRUE,Общеобразовательная школа
1114,18 сентября 1977,Православие,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"апреля 01, 2019 09:10",TRUE,"Университет, Институт, техникум"
1115,23 сентября 1985,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 03, 2019 06:45",TRUE,"Университет, Институт, техникум"
1116,11 июня 1973,Православие,хорошо,Женат (замужем),12,Мужской,FALSE,TRUE,TRUE,approved,"апреля 04, 2019 01:20",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1117,18 ноября 1990,Атеизм,хорошо,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 04, 2019 07:54",TRUE,Общеобразовательная школа
1118,11 апреля 1997,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 05, 2019 09:12",TRUE,"Общеобразовательная школа,Университет, Институт, техникум"
1119,26 мая 1997,Мусульманка,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 05, 2019 17:01",TRUE,"Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1120,2 декабря 1985,Проваславное,отлично,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"апреля 08, 2019 17:14",TRUE," - ,Университет, Институт, техникум, - ,Университет, Институт, техникум,Университет, Институт, техникум"
1121,31 октября 1980,Атеизм,отлично,Не женат (не замужем),15,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 10, 2019 11:50",TRUE,"Университет, Институт, техникум"
1122,23 августа 1979,Христианство,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,FALSE,new,"апреля 10, 2019 15:19",TRUE,"Университет, Институт, техникум"
1123,4 декабря 1991,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 11, 2019 08:58",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1124,18 апреля 1983,Христианство,отлично,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,approved,"апреля 11, 2019 10:15",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1125,14 августа 1993,Православие,отлично,Не женат (не замужем),12,Мужской,FALSE,TRUE,TRUE,new,"апреля 11, 2019 10:16",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1126,8 июня 1989,Христианство ,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 11, 2019 15:14",TRUE,"Университет, Институт, техникум"
1127,7 июня 1980,Православие,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"апреля 12, 2019 03:00",TRUE,"Университет, Институт, техникум"
1128,24 июля 1985,Православие,хорошо,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"апреля 13, 2019 06:42",TRUE,"Университет, Институт, техникум"
1129,22 сентября 1999,Православие,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"апреля 14, 2019 10:20",TRUE,"Университет, Институт, техникум"
1130,25 апреля 1999,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"апреля 14, 2019 12:11",TRUE,"Университет, Институт, техникум"
1131,17 июня 1988,Православие,отлично,Женат (замужем),15,Женский,FALSE,TRUE,TRUE,new,"апреля 15, 2019 07:43",TRUE,"Университет, Институт, техникум"
1132,7 января 1974,Православие,хорошо,Женат (замужем),12,Мужской,TRUE,TRUE,TRUE,new,"апреля 18, 2019 11:36",TRUE,
1133,6 апреля 1977,Православие,отлично,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"апреля 18, 2019 14:40",TRUE,Общеобразовательная школа
1134,6 марта 1992,Христианство ,отлично,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"апреля 18, 2019 16:29",TRUE,"Университет, Институт, техникум"
1135,23 февраля 1987,Православие,хорошо,Не женат (не замужем),14,Не имеет значения,FALSE,TRUE,TRUE,approved,"апреля 21, 2019 02:56",TRUE,"Университет, Институт, техникум"
1136,29 марта 1983,Православие,отлично,Разведён (разведена),12,Мужской,FALSE,TRUE,TRUE,new,"апреля 26, 2019 10:46",TRUE, - 
1137,10 января 1977,Православие,хорошо,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,new,"апреля 28, 2019 17:42",TRUE,"Университет, Институт, техникум"
1138,11 апреля 1989,-,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 30, 2019 05:29",TRUE,"Университет, Институт, техникум"
1139,13 февраля 1993,Православие,хорошо,Гражданский брак,12,Не имеет значения,FALSE,FALSE,TRUE,new,"апреля 30, 2019 05:40",TRUE,"Университет, Институт, техникум"
1140,17 октября 1992,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 30, 2019 06:40",TRUE,"Университет, Институт, техникум"
1141,24 ноября 1984,Ни к чему конкретно. Бог в каждом из нас.,хорошо,Женат (замужем),16,Женский,TRUE,TRUE,TRUE,new,"апреля 30, 2019 07:38",TRUE,"Университет, Институт, техникум"
1142,25 июля 2017,христианин ,отлично,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"апреля 30, 2019 15:22",TRUE,"Университет, Институт, техникум"
1143,18 декабря 1985,Христианство,отлично,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"апреля 30, 2019 18:45",TRUE,"Университет, Институт, техникум"
1144,27 сентября 1978,Атеизм,хорошо,Разведён (разведена),12,Женский,FALSE,TRUE,TRUE,new,"мая 02, 2019 19:22",TRUE,"Университет, Институт, техникум"
1145,13 сентября 1993,Православие,хорошо,Не женат (не замужем),14,Женский,TRUE,TRUE,TRUE,new,"мая 04, 2019 04:51",TRUE,"Университет, Институт, техникум"
1146,15 июля 1991,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 07, 2019 10:21",TRUE,"Дополнительные курсы, тренинги, семинары"
1147,24 июня 1978,Православие,хорошо,Разведён (разведена),12,Мужской,FALSE,TRUE,TRUE,new,"мая 07, 2019 10:22",TRUE,"Университет, Институт, техникум"
1148,15 апреля 1964,Православие,отлично,Женат (замужем),18,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 07, 2019 12:16",TRUE,"Университет, Институт, техникум"
1149,3 августа 1977,Православие,хорошо,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"мая 10, 2019 12:21",TRUE,"Университет, Институт, техникум"
1150,13 мая 1991,Православие,хорошо,Гражданский брак,14,Не имеет значения,FALSE,TRUE,FALSE,new,"мая 14, 2019 11:54",TRUE,"Университет, Институт, техникум"
1151,28 июля 1987,Православие,отлично,Женат (замужем),15,Женский,TRUE,TRUE,TRUE,new,"мая 16, 2019 12:43",TRUE,"Университет, Институт, техникум"
1152,18 марта 1987,Православие,отлично,Не женат (не замужем),16,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 19, 2019 14:30",TRUE,"Университет, Институт, техникум"
1153,29 июня 1993,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 20, 2019 13:16",TRUE,"Университет, Институт, техникум"
1154,16 июня 1997,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"мая 22, 2019 10:44",TRUE,"Университет, Институт, техникум"
1155,5 ноября 1985,Православие,отлично,Женат (замужем),14,Мужской,FALSE,TRUE,TRUE,new,"мая 24, 2019 02:34",TRUE,"Университет, Институт, техникум"
1156,27 июня 1999,Атеизм,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 29, 2019 18:48",TRUE,"Университет, Институт, техникум"
1157,19 июля 1985,Христианство ,хорошо,Разведён (разведена),14,Не имеет значения,FALSE,TRUE,TRUE,new,"мая 31, 2019 17:02",TRUE,"Университет, Институт, техникум"
1158,20 августа 1995,-,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"июня 03, 2019 08:05",TRUE,"Университет, Институт, техникум"
1159,29 ноября 1990,Православие,хорошо,Гражданский брак,14,Мужской,FALSE,TRUE,TRUE,new,"июня 05, 2019 09:00",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1160,27 декабря 1981,Православие,отлично,Женат (замужем),16,Не имеет значения,TRUE,TRUE,TRUE,new,"июня 10, 2019 08:58",TRUE,"Университет, Институт, техникум"
1161,16 апреля 1988,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июня 10, 2019 15:23",TRUE,"Университет, Институт, техникум,Общеобразовательная школа"
1162,27 октября 1998,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"июня 20, 2019 08:44",TRUE,"Университет, Институт, техникум"
1163,13 мая 1989,Православная,отлично,Женат (замужем),13,Женский,TRUE,TRUE,TRUE,new,"июня 20, 2019 10:52",TRUE,"Университет, Институт, техникум"
1164,31 января 1990,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"июня 21, 2019 13:09",TRUE,"Университет, Институт, техникум"
1165,21 мая 1986,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июня 24, 2019 09:59",TRUE,"Университет, Институт, техникум"
1166,8 декабря 1983,Христианство ,отлично,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"июня 27, 2019 05:57",TRUE,"Университет, Институт, техникум"
1167,27 июня 2019,православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июня 27, 2019 07:41",TRUE,"Университет, Институт, техникум"
1168,10 июля 1979,Христианство,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июня 28, 2019 09:04",TRUE,"Университет, Институт, техникум"
1169,6 августа 1982,Православие,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"июня 29, 2019 12:30",TRUE,"Университет, Институт, техникум"
1170,23 февраля 1995,Атеизм,отлично,Не женат (не замужем),12,Мужской,TRUE,TRUE,TRUE,new,"июля 04, 2019 03:37",TRUE,"Университет, Институт, техникум"
1171,16 февраля 1992,Православие,хорошо,Женат (замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 07, 2019 06:22",TRUE,"Университет, Институт, техникум"
1172,26 марта 1985,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 09, 2019 06:44",TRUE,"Университет, Институт, техникум"
1173,27 ноября 1989,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 09, 2019 08:15",TRUE,"Университет, Институт, техникум"
1174,2 февраля 1996,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 10, 2019 03:51",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
1175,1 марта 1976,Православие,хорошо,Женат (замужем),15,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 10, 2019 06:54",TRUE,"Университет, Институт, техникум"
1176,27 ноября 1980,Православие,отлично,Женат (замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 10, 2019 17:02",TRUE,"Университет, Институт, техникум"
1177,13 сентября 1996,-,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 11, 2019 08:34",FALSE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
1178,13 февраля 1996,Атеизм,отлично,Не женат (не замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 11, 2019 10:49",TRUE,Общеобразовательная школа
1179,30 июня 1998,Христианство ,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 11, 2019 11:20",TRUE,"Университет, Институт, техникум"
1180,22 мая 1987,Православие,хорошо,Разведён (разведена),15,Женский,TRUE,TRUE,TRUE,new,"июля 11, 2019 13:44",TRUE,"Университет, Институт, техникум"
1181,23 апреля 1992,Атеистка,средне,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 11, 2019 15:33",TRUE,"Университет, Институт, техникум"
1182,2 января 1985,христианство,хорошо,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"июля 11, 2019 16:26",TRUE,"Университет, Институт, техникум"
1183,15 ноября 1979,Христианство,отлично,Женат (замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"июля 11, 2019 17:23",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум,Университет, Институт, техникум"
